handle,title,vendor,product_category,type,tags,published,sku,grams,price,compare_at_price,requires_shipping,taxable,image_src,description,brand,features,material,returns,warranty,product_url
atomberg-studio-smart-iot-enabled-1200-mm-bldc-motor-with-remote-3-blade-ceiling-fan,Atomberg Studio Smart+ IOT Enabled 1200 mm BLDC Motor with Remote 3 Blade Ceiling Fan,Better Home,Home & Garden > Household Appliances > Climate Control Appliances > Fans > Ceiling Fans,Ceiling Fan,"bldc fan, bldcfan, Ceiling Fan, energy efficient fan, IOT fan, Smart Fans",True,ELCE1313-24588508,0,5799,8910,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/20230309atombergstudiosmart_amzpli-ys_umbrown2.jpg?v=1720808078,,Atomberg,"Model Name: Studio Smart +
 Voltage(V): 165 - 285 V
 Wattage : 35 Watts
 Blade Material : Aluminium
 Control Method : Remote
 Item Weight : 4.5 Kilograms
 Speed : 360 RPM
 Sweep : 1200mm
 Air Delivery: 224 CMH
 Blade Length : 120 cm
 Power : 28 Watts
 Room Type : Office, Living Room, Bedroom, Dining Room
 No .of Blades : 3
 Special Feature : Led Remote, 5 Star Rated
 Finish Type : Glossy Metallic
 Light Type : LED
 Control Method : IoT
Included Components: Blade set- 1 Unit Remote 1 Unit motor box- 1 Unit canopies- 2 Units Down rod- 1 Unit Shackle kit- 1 Unit User Manual & Warranty card - 1 Unit",,Immediate return for damaged goods on delivery.,3 Years Manufacturer Warranty,https://betterhomeapp.com/products/atomberg-studio-smart-iot-enabled-1200-mm-bldc-motor-with-remote-3-blade-ceiling-fan
atomberg-aris-starlight-iot-enabled-1200-mm-bldc-motor-with-remote-3-blade-ceiling-fan-copy,Atomberg Aris IOT Enabled 1200 mm BLDC Motor with Remote 3 Blade 5 Star Rated BLDC Fan,Better Home,Uncategorized,Ceiling Fan,"bldc fan, bldcfan, Ceiling Fan, energy efficient fan",True,ELCE1342-24792276,0,7499,11540,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/20230309atombergarisamzpli-ys_white_2.jpg?v=1720752860,,Atomberg,"Model Name : Aris
  Color : Dark Teakwood / Marble White
  Room Type : Living Room Bedroom Dining Room
  Special Feature: Led Remote IOT Enabled
  Wattage: 39 Watts
  Finish Type: ABS
  No.of Blades: 3
  Air Delivery (CMM): 245 CMM
  Blade Length: 120 cm
  Speed: 280 RPM
  Item Weight: 5.2 Kilograms
  Voltage: 165 - 285 V
  Specification Met : 5 Star Rated
 Control Method : IoT
 Light Type : Underlight
 Blade Material: ABS",,Immediately return goods on delivery in case of any damages found.,3 Years Manufacturer Warranty,https://betterhomeapp.com/products/atomberg-aris-starlight-iot-enabled-1200-mm-bldc-motor-with-remote-3-blade-ceiling-fan-copy
atomberg-ikano-900mm-bldc-motor-with-remote-3-blade-bee-5-star-rated-energy-efficient-ceiling-fan-copy,Atomberg Ikano 1200mm BLDC Motor with Remote 5 star Rated Energy Efficient Ceiling Fan,Better Home,Uncategorized,Ceiling Fan,"bldc fan, bldcfan, Ceiling Fan, energy efficient fan",True,ELCE1340-24792187,0,3120,4820,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/ikano_ivory_2.jpg?v=1720691636,"Super-Efficient BLDC Motor
 Runs 3 Times Longer on Inverter
 Saves Up To 1500/Year
 Highest speed performance
 Decrease the fan speed by 1 notch every 2 hours
 Up To 20 FT. Operable distance using remote",Atomberg,"Model Name : Ikano 1200
 Air Delivery : 230 cmm
 Speed : 365RPM
 Power Consumption: 28 Watts
 Voltage : 165 - 285 V
 Wattage : 35 Watts
  Finish Type : Glossy
 Blade Length : 120 cm
 Item Weight : 4.7 Kilograms
 Power Factor: 0.95
 No. Of Blades: 3
 Specification Met : 5 Star Rated
 Light Type : 6 Blue LED
Blade Material : Aluminium
 Indoor/Outdoor Usage : Indoor
 Remote Control: Speed Control
  Boost Mode
  Timer & Sleep Mode",,Immediately return goods on delivery in case of any damages found.,3 Years Manufacturer Warranty,https://betterhomeapp.com/products/atomberg-ikano-900mm-bldc-motor-with-remote-3-blade-bee-5-star-rated-energy-efficient-ceiling-fan-copy
atomberg-efficio-900-mm-bldc-motor-with-remote-3-blade-ceiling-fan-copy,Atomberg Ikano 900mm BLDC Motor with Remote 3 Blade BEE 5 star Rated Energy Efficient Ceiling Fan,Better Home,Uncategorized,Ceiling Fan,"bldc fan, bldcfan, Ceiling Fan, energy efficient fan",True,ELCE1340-24792191,0,3000,4820,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/black2_1_3.jpg?v=1720687901,"Super-Efficient BLDC Motor
 Runs 3 Times Longer on Inverter
 Saves Up To 1500/Year
 Highest speed performance
 Decrease the fan speed by 1 notch every 2 hours
 Up To 20 FT. Operable distance using remote",Atomberg,"Model Name : Ikano 900
 Air Delivery: 165 cmm
 Speed : 470RPM
 Power Consumption: 28 Watts
 Voltage : 165 - 285 V
 Wattage : 35 Watts
  Finish Type : Glossy
 Blade Length : 90 cm
 Item Weight : 4.6 Kilograms
 Power Factor: 0.95
 No. Of Blades: 3
 Specification Met : 5 Star Rated
 Light Type : 6 Blue LED
Blade Material : Aluminium
 Indoor/Outdoor Usage : Indoor
 Remote Control: Speed Control
  Boost Mode
  Timer & Sleep Mode",,Immediately return goods on delivery in case of any damages found.,3 Years Manufacturer Warranty,https://betterhomeapp.com/products/atomberg-efficio-900-mm-bldc-motor-with-remote-3-blade-ceiling-fan-copy
atomberg-efficio-energy-efficient-1400mm-ceiling-fan-with-bldc-motor-and-remote-copy,Atomberg Efficio 900 mm BLDC Motor with Remote 3 Blade Ceiling Fan,Better Home,Uncategorized,Ceiling Fan,"air exhaust fan, bldcfan, exos fan for kitchen, good ventilation, toilet fan",True,ELCE1246-24631013,0,3250,5275,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/atomberg_efficio_900mm-66.png?v=1720670352,"Super-Efficient BLDC Motor
 Runs 3 Times Longer on Inverter
 Saves Up To 1500/Year
 Highest speed performance
 Decrease the fan speed by 1 notch every 2 hours
 Up To 20 FT. Operable distance using remote",Atomberg,"Model Name : Efficio 1400mm
 Air Delivery: 280 CMM
 RPM: 280
 Power Consumption: 28 Watts
 Voltage : 165 - 285 V
 Frequency(HZ): 48-52
 Wattage : 35 Watts
  Finish Type : Matte
 Blade Length : 140 cm
 Item Weight : 4.9 Kilograms
 Power Factor: 0.95
 No. Of Blades: 3
 Specification Met : 5 Star Rated
 Light Type : LED
Blade Material : Aluminium
 Indoor/Outdoor Usage : Indoor
 Remote Control: Speed Control
  Boost Mode
  Timer & Sleep Mode
 Available Colours: Ivory, Matt Black, Matt Brown and White",,Immediately return goods on delivery in case of any damages found.,3 Years Manufacturer Warranty,https://betterhomeapp.com/products/atomberg-efficio-energy-efficient-1400mm-ceiling-fan-with-bldc-motor-and-remote-copy
atomberg-efficio-energy-efficient-1200mm-ceiling-fan-with-bldc-motor-and-remote-copy,Atomberg Efficio Energy Efficient 1400mm Ceiling Fan with BLDC Motor and Remote,Better Home,Uncategorized,Ceiling Fan,"bldc fan, bldcfan, Ceiling Fan, energy efficient fan",True,ELCE1249-24039196,0,3699,5590,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/efficio-1400_ivory_-1.jpg?v=1720669431,"Super-Efficient BLDC Motor
 Runs 3 Times Longer on Inverter
 Saves Up To 1500/Year
 Highest speed performance
 Decrease the fan speed by 1 notch every 2 hours
 Up To 20 FT. Operable distance using remote",Atomberg,"Model Name : Efficio 1400mm
 Air Delivery: 280 CMM
 RPM: 280
 Power Consumption: 28 Watts
 Voltage : 165 - 285 V
 Frequency(HZ): 48-52
 Wattage : 35 Watts
  Finish Type : Matte
 Blade Length : 140 cm
 Item Weight : 4.9 Kilograms
 Power Factor: 0.95
 No. Of Blades: 3
 Specification Met : 5 Star Rated
 Light Type : LED
Blade Material : Aluminium
 Indoor/Outdoor Usage : Indoor
 Remote Control: Speed Control
  Boost Mode
  Timer & Sleep Mode
 Available Colours: Ivory, Matt Black, Matt Brown and White",,Immediately return goods on delivery in case of any damages found.,3 Years Manufacturer Warranty,https://betterhomeapp.com/products/atomberg-efficio-energy-efficient-1200mm-ceiling-fan-with-bldc-motor-and-remote-copy
atomberg-studio-150mm-bldc-motor-energy-saving-exhaust-fan-copy,Atomberg Studio 150mm BLDC motor Energy Saving Exhaust Fan,Better Home,Home & Garden > Household Appliances > Climate Control Appliances > Fans > Ventilation Fans,Exhaust Fan,"bldcfan, Electricals",True,ELEX0058-24039233,0,1630,3180,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/20221117atombergstudioexh150amzpli-ma_black3.jpg?v=1720613658,,Atomberg,"Voltage(V): 220 - 240 V
 Wattage : 6.5 W
 Blade Material : ABS Plastic
 Control Method : Push Button Switch
 Item Weight : 1 Kg
 Speed : 2000  RPM
 Sweep : 150mm
 Air Delivery: 245 CMH
 Blade Length : 15 CM
 Power Consumption: 11 Watts
 Room Type : Bathroom
 No .of Blades : 7
 Special Feature : High Air Suction, Back Flaps, Easy to clean , Easy to Install BLDC Motor.
 Finish Type : Gloss Finish",,Immediately return goods on delivery in case of any damages found.,2 Years Manufacturer Warranty,https://betterhomeapp.com/products/atomberg-studio-150mm-bldc-motor-energy-saving-exhaust-fan-copy
atomberg-studio-150mm-bldc-motor-energy-saving-exhaust-fan,Atomberg Studio+ 150mm BLDC motor Energy Saving Exhaust Fan,Better Home,Home & Garden > Household Appliances > Climate Control Appliances > Fans > Ventilation Fans,Exhaust Fan,"bldc fan, bldcfan, Ceiling Fan, energy efficient fan",True,ELEX0078-24792773,0,1950,3640,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/20221117atombergstudio_150exhamzpli-ma_black3.jpg?v=1720610378,,Atomberg,"Voltage(V): 220 - 240 V
 Wattage :7.5 W
 Blade Material : ABS Plastic
 Control Method : Push Button Switch
 Item Weight : 1 Kg
 Speed : 2250 RPM
 Sweep : 150mm
 Air Delivery: 250 CMH
 Blade Length : 15 CM
 Power Consumption: 11 Watts
 Room Type : Bathroom
 No .of Blades : 7
 Special Feature : High Air Suction, Back Flaps, Easy to clean , Easy to Install BLDC Motor.
 Finish Type : Gloss Finish",,Immediately return goods on delivery in case of any damages found.,2 Years Manufacturer Warranty,https://betterhomeapp.com/products/atomberg-studio-150mm-bldc-motor-energy-saving-exhaust-fan
atomberg-efficio-200mm-bldc-motor-energy-saving-exhaust-fan-copy-1,Atomberg Efficio 250mm BLDC motor Energy Saving Exhaust Fan,Better Home,Uncategorized,Exhaust Fan,"air exhaust fan, bldcfan, exos fan for kitchen, good ventilation, toilet fan",True,ELEX0081-24792824,0,2310,3760,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/20221117atombergefficioexh150amzpli_white3_1.jpg?v=1720583392,"Atomberg Efficio Energy Saving Exhaust Fan with BLDC Motor
 Double Ball Bearings for Longer Life and Less Noise
 Easy To Install and Uninstall
 Easy To Clean Front Grill
 Keeps Bugs Out-Back Flaps Prevents Insects from Entering the Home
 100% Pure Copper Motor for A Longer Life
 Silent Operation-In spite of High Air Delivery
 Super-Efficient Bldc Motor-For Maximum Performance",Atomberg,"Voltage(V): 220 - 240 V
 Blade Material : ABS Plastic
 Control Method : Push Button Switch
 Item Weight : 1.9 Kg
 Speed : 1300 RPM
 Sweep : 250mm
 Air Delivery: 1150 CMH
 Blade Length : 25 CM
 Power Consumption: 20 Watts
 No .of Blades : 5
 Special Feature : High Air Suction, Back Flaps, Easy to clean , Easy to Install BLDC Motor.
 Finish Type : Gloss Finish",,Immediately return goods on delivery in case of any damages found.,2 Years Manufacturer Warranty,https://betterhomeapp.com/products/atomberg-efficio-200mm-bldc-motor-energy-saving-exhaust-fan-copy-1
atomberg-efficio-150mm-bldc-motor-energy-saving-exhaust-fan,Atomberg Efficio 150mm BLDC motor Energy Saving Exhaust Fan,Better Home,Uncategorized,Exhaust Fan,"air exhaust fan, bldcfan, exos fan for kitchen, good ventilation, toilet fan",True,ELEX0079-24792788,0,2030,3350,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/20221117atombergefficioexh150amzpli_white3_1.jpg?v=1720583392,"Atomberg Efficio Energy Saving Exhaust Fan with BLDC Motor
 Double Ball Bearings for Longer Life and Less Noise
 Easy To Install and Uninstall
 Easy To Clean Front Grill
 Keeps Bugs Out-Back Flaps Prevents Insects from Entering the Home
 100% Pure Copper Motor for A Longer Life
 Silent Operation-In spite of High Air Delivery
 Super-Efficient Bldc Motor-For Maximum Performance",Atomberg,"Voltage(V): 220 - 240 V
 Blade Material : ABS Plastic
 Control Method : Push Button Switch
 Item Weight : 1.4 Kg
 Speed : 2000 RPM
 Sweep : 150mm
 Air Delivery: 356 CMH
 Blade Length : 15 CM
 Power Consumption: 11 Watts
 Room Type : Bathroom
 No .of Blades : 5
 Special Feature : High Air Suction, Back Flaps, Easy to clean , Easy to Install BLDC Motor.
 Finish Type : Gloss Finish",,Immediately return goods on delivery in case of any damages found.,2 Years Manufacturer Warranty,https://betterhomeapp.com/products/atomberg-efficio-150mm-bldc-motor-energy-saving-exhaust-fan
atomberg-renesa-400mm-bldc-motor-energy-saving-pedestal-fan-with-remote-control,Atomberg Renesa 400mm BLDC motor Energy Saving Pedestal Fan with Remote Control,Better Home,Home & Garden > Household Appliances > Climate Control Appliances > Fans > Desk & Pedestal Fans,Pedestal Fan,"bldc fan, bldcfan, Ceiling Fan, energy efficient fan",True,ELPE0144-24792239,0,4240,6450,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/pedestal_black_fan_pli_slide-2.jpg?v=1720506610,,Atomberg,"Model Name : Renesa Pedestal Fan
  Pedestal Fan : Swing
  Color : White / Black
  Dimensions : 61 x 20.8 x 47.5 CM
  Room Type : Kitchen, Living Room , Home Office,  Dining Room
  Special Feature : Remote 6 Speed Fan ,LED Indicator, Portable Swing , Noiseless
 Wattage : 35 W
 Finish Type : Gloss Finish
  No.of Blades : 3
  Air Delivery (CMM) : 76
  Blade Length : 40 CM
  Speed : 1500 RPM
 Item Weight : 6.4 Kg
 Voltage : 165 - 285 V
  Indoor/Outdoor Usage : Indoor
  Control Method : Remote
  Blade Material : ABS Plastic",,Immediate return for damaged goods on delivery.,,https://betterhomeapp.com/products/atomberg-renesa-400mm-bldc-motor-energy-saving-pedestal-fan-with-remote-control
atomberg-renesa-400mm-bldc-motor-energy-saving-wall-fan-remote-control,Atomberg Renesa 400mm BLDC motor Energy Saving Wall Fan Remote Control,Better Home,Home & Garden > Household Appliances > Climate Control Appliances > Fans > Wall Mount Fans,Wall Fan,"bldc fan, bldcfan, Ceiling Fan, energy efficient fan",True,ELWA0266-01,0,3750,5660,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/20230310atombergrenesawallamzpliys_slide-2.jpg?v=1720496352,,Atomberg,"Model Name : Renesa Wall Fan
 Color : White / Black
 Product Dimensions : 48 x 24.5 x 47.5 CM
 Room Type : Kitchen, Living Room, Home Office, Dining Room.
 Special Feature : Remote 6 Speed Fan Pull chords Portable Swing Noiseless
 Wattage : 35W
 Finish Type : Gloss Finish
 No. of Blades : 3
 Air Delivery (CMM) : 76
 Blade Length : 40 CM
 Speed : 1500 RPM
 Item Weight : 4.2 Kg
 Voltage : 165 - 285 V
 Indoor/Outdoor Usage: Indoor
 Control Method : Remote
 Blade Material :ABS Plastic",,Immediate return for damaged goods on delivery.,,https://betterhomeapp.com/products/atomberg-renesa-400mm-bldc-motor-energy-saving-wall-fan-remote-control
superfan-super-q-duocool-iot-bldc-ceiling-fan-with-5-years-warranty-120-cm-48-inches,"Superfan Super Q Duocool IOT BLDC Ceiling Fan with 5 Years Warranty - 120 cm (48"" inches)",Better Home,Home & Garden > Household Appliances > Climate Control Appliances > Fans > Ceiling Fans,Ceiling Fan,"bldcfan, Electricals, ondc, superfan bldc",True,ELCE1350-1,2500,7800,12500,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Product_Page_Duocool_SF-13.png?v=1720030150,"Super Q Duocool 1200 mm (48"") IOT Fan works with Superfan app, Google Assistant and amazon Alexa. It s yet another Superfan innovation that redefines what thermal comfort with fans could be. It exploits IoT technology to enhance thermal comfort sustainably and consumes just 35 Watts. Superfans are India's first and most energy efficient fans and the only ceiling fans with 5 years warranty.",Superfan,"Fan Size : 1200 MM
 Input Power : 35W
 Typical Speed : 270 RPM
 Air Flow : 160 m3/min
 Service Value : 7.4 m3/min/watt
 Power Factor : >0.99
 Voltage Range : 230 Vac
 Speed Control : Smart control and T4 Remote
 High flow, low pressure",Stainless Steel and Plastic,Immediately return goods on delivery in case of any damages found.,5 Years Manufacturer Warranty,https://betterhomeapp.com/products/superfan-super-q-duocool-iot-bldc-ceiling-fan-with-5-years-warranty-120-cm-48-inches
superfan-super-q-high-flow-bldc-ceiling-fan-with-5-years-warranty-150-cm-60-inches,"Superfan Super Q High Flow BLDC Ceiling Fan with 5 Years Warranty - 150 cm (60"" inches)",Better Home,Home & Garden > Household Appliances > Climate Control Appliances > Fans > Ceiling Fans,Ceiling Fan,"bldcfan, Electricals, ondc, superfan bldc",True,ELCE1354-1,2500,6400,10400,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/elegance-brown-900mm-03.png?v=1719917977,"Super Q is our  1500 mm (60"" inches) blade span, super energy efficient ceiling fan that consumes only 40 W. Superfans are India's first and most energy efficient fans and the only ceiling fans with 5 years warranty.",Superfan,"High flow, low pressure
 20% more airflow
 6 sizes: 24 in. to 60 in.
 Up to 69% savings
 2x quieter operation
 Designed for healthy sleep
  Fan Size : 1600 MM
 Input Power : 40W
 Typical Speed : 210 RPM
 Air Flow : 340 m3/min
 Service Value : 8.5 m3/min/watt
 Power Factor : >0.9
 Voltage Range : 90-300 Vac
 10-key remote with 5 different speeds
 2Hrs & 6Hrs Timer functions
 Speed Control : T4 Remote",Stainless Steel and Plastic,Immediately return goods on delivery in case of any damages found.,5 Years Manufacturer Warranty,https://betterhomeapp.com/products/superfan-super-q-high-flow-bldc-ceiling-fan-with-5-years-warranty-150-cm-60-inches
superfan-super-q-high-flow-bldc-ceiling-fan-with-5-years-warranty-140-cm-56-inches,"Superfan Super Q High Flow BLDC Ceiling Fan with 5 Years Warranty - 140 cm (56"" inches)",Better Home,Home & Garden > Household Appliances > Climate Control Appliances > Fans > Ceiling Fans,Ceiling Fan,"bldcfan, Electricals, ondc, superfan bldc",True,ELCE1353-1,2500,6200,10000,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/pearl-white-1050mm-03_951cf1dd-44ba-4746-9b7e-225abbedd14f.png?v=1720023716,"Super Q is our  1400 mm (56"" inches) blade span, super energy efficient ceiling fan that consumes only 35 W. Superfans are India's first and most energy efficient fans and the only ceiling fans with 5 years warranty.",Superfan,"High flow, low pressure
 20% more airflow
 6 sizes: 24 in. to 60 in.
 Up to 69% savings
 2x quieter operation
 Designed for healthy sleep
  Fan Size : 1400 MM
 Input Power : 35W
 Typical Speed : 230 RPM
 Air Flow : 300 m3/min
 Service Value : 8.6 m3/min/watt
 Power Factor : >0.9
 Voltage Range : 90-300 Vac
 10-key remote with 5 different speeds
 2Hrs & 6Hrs Timer functions
 Speed Control : T4 Remote",Stainless Steel and Plastic,Immediately return goods on delivery in case of any damages found.,5 Years Manufacturer Warranty,https://betterhomeapp.com/products/superfan-super-q-high-flow-bldc-ceiling-fan-with-5-years-warranty-140-cm-56-inches
superfan-super-q-high-flow-bldc-ceiling-fan-with-5-years-warranty-120-cm-48-inches,"Superfan Super Q High Flow BLDC Ceiling Fan with 5 Years Warranty - 120 cm (48"" inches)",Better Home,Home & Garden > Household Appliances > Climate Control Appliances > Fans > Ceiling Fans,Ceiling Fan,"bldcfan, Electricals, ondc, superfan bldc",True,ELCE1352-1,2500,6000,9800,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/electro-radiance-1400mm-03.png?v=1720024062,"Super Q is our  1200 mm (48"" inches) blade span, super energy efficient ceiling fan that consumes only 35 W. Superfans are India's first and most energy efficient fans and the only ceiling fans with 5 years warranty.",Superfan,"High flow, low pressure
 20% more airflow
 6 sizes: 24 in. to 60 in.
 Up to 69% savings
 2x quieter operation
 Designed for healthy sleep
  Fan Size : 1200 MM
 Input Power : 35W
 Typical Speed : 270 RPM
 Air Flow : 260 m3/min
 Service Value : 7.4 m3/min/watt
 Power Factor : >0.9
 Voltage Range : 90-300 Vac
 10-key remote with 5 different speeds
 2Hrs & 6Hrs Timer functions
 Speed Control : T4 Remote",Stainless Steel and Plastic,Immediately return goods on delivery in case of any damages found.,5 Years Manufacturer Warranty,https://betterhomeapp.com/products/superfan-super-q-high-flow-bldc-ceiling-fan-with-5-years-warranty-120-cm-48-inches
superfan-super-q-high-flow-bldc-ceiling-fan-with-5-years-warranty-105-cm-42-inches,"Superfan Super Q High Flow BLDC Ceiling Fan with 5 Years Warranty - 105 cm (42"" inches)",Better Home,Home & Garden > Household Appliances > Climate Control Appliances > Fans > Ceiling Fans,Ceiling Fan,"bldcfan, Electricals, ondc, superfan bldc",True,ELCE1351-1,2500,6000,9900,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/pearl-white-1050mm-03_951cf1dd-44ba-4746-9b7e-225abbedd14f.png?v=1720023716,"Super Q is our  1050 mm (42"" inches) blade span, super energy efficient ceiling fan that consumes only 25 W. Superfans are India's first and most energy efficient fans and the only ceiling fans with 5 years warranty.",Superfan,"High flow, low pressure
 20% more airflow
 6 sizes: 24 in. to 60 in.
 Up to 69% savings
 2x quieter operation
 Designed for healthy sleep
  Fan Size : 1050 MM
 Input Power : 25W
 Typical Speed : 280 RPM
 Air Flow : 210 m3/min
 Service Value : 8.4 m3/min/watt
 Power Factor : >0.9
 Voltage Range : 90-300 Vac
 10-key remote with 5 different speeds
 2Hrs & 6Hrs Timer functions
 Speed Control : T4 Remote",Stainless Steel and Plastic,Immediately return goods on delivery in case of any damages found.,5 Years Manufacturer Warranty,https://betterhomeapp.com/products/superfan-super-q-high-flow-bldc-ceiling-fan-with-5-years-warranty-105-cm-42-inches
superfan-super-q-high-flow-bldc-ceiling-fan-with-5-years-warranty-90-cm-36-inches,"Superfan Super Q High Flow BLDC Ceiling Fan with 5 Years Warranty - 90 cm (36"" inches)",Better Home,Home & Garden > Household Appliances > Climate Control Appliances > Fans > Ceiling Fans,Ceiling Fan,"bldcfan, Electricals, ondc, superfan bldc",True,ELCE1356-1,2500,6200,9600,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/pearl-white-900mm-03.jpg?v=1719918005,"Super Q is our 900 mm (36 inches) blade span, super energy efficient ceiling fan that consumes only 25 W. Superfans are India's first and most energy efficient fans and the only ceiling fans with 5 years warranty.",Superfan,"High flow, low pressure
 20% more airflow
 6 sizes: 24 in. to 60 in.
 Up to 69% savings
 2x quieter operation
 Designed for healthy sleep
  Fan Size : 900 MM
 Input Power : 25W
 Typical Speed : 320 RPM
 Air Flow : 150 m3/min
 Service Value : 6.0 m3/min/watt
 Power Factor : >0.9
 Voltage Range : 90-300 Vac
 10-key remote with 5 different speeds
 2Hrs & 6Hrs Timer functions
 Speed Control : T4 Remote",Stainless Steel and Plastic,Immediately return goods on delivery in case of any damages found.,5 Years Manufacturer Warranty,https://betterhomeapp.com/products/superfan-super-q-high-flow-bldc-ceiling-fan-with-5-years-warranty-90-cm-36-inches
superfan-super-q-high-flow-bldc-ceiling-fan-with-5-years-warranty-60-cm-24-inches,"Superfan Super Q High Flow BLDC Ceiling Fan with 5 Years Warranty - 60 cm (24"" inches)",Better Home,Home & Garden > Household Appliances > Climate Control Appliances > Fans > Ceiling Fans,Ceiling Fan,"bldcfan, Electricals, ondc, superfan bldc",True,ELCE1355-1,2500,6400,9900,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/elegance-brown-600mm-03.png?v=1719916933,"Super Q is our 600 mm (24 inches) blade span, super energy efficient ceiling fan that consumes only 20 W. Superfans are India's first and most energy efficient fans and the only ceiling fans with 5 years warranty.",Superfan,"High flow, low pressure
 20% more airflow
 6 sizes: 24 in. to 60 in.
 Up to 69% savings
 2x quieter operation
 Designed for healthy sleep
  Fan Size : 600 MM
 Input Power : 20W
 Typical Speed : 420 RPM
 Air Flow : 120 m3/min
 Service Value : 6.0 m3/min/watt
 Power Factor : >0.9
 Voltage Range : 90-300 Vac
 10-key remote with 5 different speeds
 2Hrs & 6Hrs Timer functions
 Speed Control : T4 Remote",Stainless Steel and Plastic,Immediately return goods on delivery in case of any damages found.,5 Years Manufacturer Warranty,https://betterhomeapp.com/products/superfan-super-q-high-flow-bldc-ceiling-fan-with-5-years-warranty-60-cm-24-inches
superfan-super-j1-900-mm-36-high-speed-bldc-fan-with-remote-control,"Superfan Super J1 High Speed BLDC Ceiling Fan with 5 Years Warranty - 90 cm (36"" inches)",Better Home,Home & Garden > Household Appliances > Climate Control Appliances > Fans > Ceiling Fans,Ceiling Fan,"bldcfan, Electricals, ondc, superfan bldc",True,ELCE1349-1,2500,4300,7000,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/J1.png?v=1719896976,"Super J1 is our900 mm (36 inches) blade span, super energy efficient ceiling fan that consumes only 25 W. Superfans are India's first and most energy efficient fans and the only ceiling fans with 5 years warranty. This is our best ceiling fans for small spaces with brisk air delivery.This ceiling fan is rated for outdoor use.",Superfan,"Smaller blade design for efficient air circulation
 10-key remote with 5 different speeds
 2Hrs & 6Hrs Timer functions
 Air Delivery : 133CMM
 Fan Size : 900 MM
 Input Power : 24W
 Maximum Speed : 420 RPM
 Power Factor : >0.9
 Service Value : 5.5
 Speed Control : T4 Remote
 Voltage Range : 90-300 Vac",Stainless Steel and Plastic,Immediately return goods on delivery in case of any damages found.,5 Years Manufacturer Warranty,https://betterhomeapp.com/products/superfan-super-j1-900-mm-36-high-speed-bldc-fan-with-remote-control
jaquar-led-ultima-slim-36w-cool-white-ipn-wht-lultsls036xc,Jaquar LED Ultima Slim - 36W Cool White IPN-WHT-LULTSLS036XC,Better Home,Home & Garden > Lighting > Lighting Fixtures,Commercial Indoor Lighting,"Electricals, jaquar lighting",True,Dummy,0,1775,0,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/JaquarLedPanelsIPN-WHT-LULTSLS036XC.jpg?v=1719471238,,Jaquar,Features,,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/jaquar-led-ultima-slim-36w-cool-white-ipn-wht-lultsls036xc
